Car_Name,Year,Selling_Price,Driven_KMs,Fuel_Type,Transmission,Engine_Size_L,Mileage_kmpl
BMW 3 Series,2020,2645795.42,39705,Petrol,Automatic,2.7,7.8
BMW 5 Series,2013,828462.97,167055 KM,Hybrid,Manual,3.2,23.2
Honda CR-V,2011,149940.25,197509,Diesel,Automatic,1.3,14.9
Mercedes-Benz E-Class,2018,1707760.52,"140,574 km",Petrol,Automatic,2.2,11.6
Mercedes-Benz A-Class,2016,1670961.76,124451,CNG,Manual,3.7,24.1
Mercedes-Benz GLC,2009,615319.25,155109,Petrol,Automatic,2.8,8.5
Honda Civic,2015,231031.03,189280,Petrol,Automatic,1.3,11.8
Toyota Corolla,2018,503126.25,94637,Diesel,Automatic,1.6,14.9
Audi A4,2022,2758436.12,49016,Diesel,Manual,2.5,12.9
Honda Civic,2023,553964.8,52149,Diesel,Manual,1.0,17.3
Tata Harrier,2011,120000.0,180490,Petrol,Manual,1.3,13.3
Honda Civic,2017,418822.54,84194,Petrol,Automatic,1.6,12.1
Hyundai Verna,2023,640836.35,30399,Petrol,Manual,1.4,13.9
Volkswagen Taigun,2010,152824.3,102583,Diesel,Manual,1.6,13.7
BMW X3,2010,528769.65,207153,Petrol,Manual,2.9,9.1
Tata Punch,2019,584788.85,112273,Petrol,Automatic,2.3,12.0
Audi A3,2024,3890730.34,18598,Diesel,Automatic,2.4,14.1
Honda Civic,2020,558827.97,54879,,Automatic,1.4,24.9
Hyundai Verna,2010,120000.0,251343,Petrol,Automatic,1.1,13.9
Hyundai Verna,2022,569404.55,59184,Petrol,Manual,1.6,13.7
Hyundai Creta,2008,120000.0,"120,223 km",Diesel,Manual,1.0,16.9
Volkswagen Tiguan,2016,235097.0,120735,Diesel,Manual,1.0,17.5
Hyundai Verna,2020,301610.53,83359,Petrol,Manual,1.1,11.9
Volkswagen Polo,2019,680744.19,50819,Hybrid,Manual,2.0,24.8
Ford Mustang,2020,1256805.74,95605,Diesel,Automatic,2.5,14.1
Maruti Suzuki Ertiga,2016,177312.2,53289,Diesel,Automatic,1.2,16.8
Volkswagen Tiguan,2016,300604.23,100580,CNG,Manual,1.7,21.7
Audi Q3,2009,298543.83,191237,Petrol,Automatic,1.6,15.8
Ford Fiesta,2011,405487.57,161893,Electric,Automatic,0.0,145.6
Toyota Fortuner,2009,139280.06,312207,Diesel,Manual,2.4,9.9
Audi Q5,2015,1212463.66,86362,Diesel,Manual,2.8,16.7
Tata Safari,2015,121982.45,182356,Petrol,Manual,1.0,15.4
Honda Accord,2024,1353571.65,3000,Diesel,Automatic,1.8,
Audi A3,2013,628721.89,202855,Hybrid,Automatic,1.9,26.3
BMW 5 Series,2014,856719.45,166701,Petrol,Manual,2.8,12.5
Volkswagen Taigun,2014,278583.5,71010,Hybrid,Automatic,1.2,21.5
Volkswagen Virtus,2022,1057169.19,41743,Hybrid,Manual,1.7,21.4
BMW 5 Series,2012,753029.37,202022,CNG,Automatic,3.4,19.4
Audi A3,2020,1932935.67,85015 KM,Diesel,Manual,2.2,14.4
Toyota Camry,2012,166621.58,138933,CNG,Automatic,1.3,24.8
Tata Nexon,2015,205110.52,137323 KM,Petrol,Manual,1.8,10.4
Tata Safari,2018,359488.88,42741,CNG,Automatic,1.6,22.1
Audi A4,2009,416941.38,244056,Petrol,Manual,,11.4
Toyota Fortuner,2011,159218.41,142550 KM,,Manual,1.4,13.8
Volkswagen Taigun,2019,536659.05,57727,Petrol,Automatic,1.5,11.9
Honda Civic,2022,730958.3,43479 KM,Petrol,Manual,1.6,14.0
BMW X5,2012,420465.37,110342,CNG,Manual,2.0,25.7
Audi A3,2017,1275326.67,93519,Diesel,Automatic,2.2,13.0
Tata Punch,2019,250053.48,124894,Petrol,Manual,1.1,10.7
Ford Fiesta,2014,480646.92,138330,Petrol,Automatic,2.2,12.9
Mercedes-Benz E-Class,2022,3310818.63,64287,Petrol,Manual,2.9,
Ford Fiesta,2015,735023.77,78307,Electric,Manual,0.0,157.5
Mercedes-Benz GLC,2020,2883912.86,65156,CNG,Automatic,3.1,24.3
Toyota RAV4,2011,392726.91,174261,Electric,Automatic,0.0,169.7
BMW X3,2016,1489101.64,164112,Electric,Automatic,0.0,183.5
Hyundai i20,2013,153197.6,196151,Petrol,Automatic,1.3,14.6
Toyota RAV4,2018,449143.58,111560,Petrol,Automatic,1.5,11.8
BMW 5 Series,2023,3547122.22,43657,Petrol,Manual,3.3,9.3
Volkswagen Virtus,2011,137087.94,167980,Petrol,Manual,1.4,15.1
Maruti Suzuki Ertiga,2017,233249.69,99844,Diesel,Automatic,1.4,16.4
Volkswagen Taigun,2012,220590.19,142530,Petrol,Manual,1.6,12.2
Hyundai i20,2016,298806.51,79702,CNG,Automatic,1.5,21.5
Tata Harrier,2020,290197.7,92770,  Diesel ,Manual,1.2,14.0
Audi Q5,2010,396010.58,206037,Diesel,Manual,2.4,11.3
Maruti Suzuki Ertiga,2012,120000.0,206254,Diesel,Automatic,1.4,18.1
Mercedes-Benz GLE,2015,1258938.01,155088,Petrol,Automatic,2.5,7.7
Ford Endeavour,2015,504136.84,154282,Electric,Manual,0.0,164.4
Audi Q5,2018,1266439.83,"66,893 km",Hybrid,Automatic,1.6,22.2
Audi A4,2021,2736111.4,80425,Diesel,Manual,2.7,13.1
Honda Accord,2021,661821.86,64385,Hybrid,Manual,1.5,21.6
Tata Harrier,2014,226215.41,124073,Petrol,Automatic,1.9,9.3
Tata Punch,2012,120000.0,170120,Petrol,Automatic,1.3,16.3
Toyota RAV4,2023,1046778.58,25271,Hybrid,Manual,1.5,23.6
Audi A6,2008,463489.67,306810,Hybrid,Automatic,3.0,18.1
Audi A3,2011,390964.18,257534,Diesel,Automatic,1.6,13.6
Tata Nexon,2013,214314.85,109203,Diesel,Automatic,1.6,9.8
Audi A6,2024,2979874.53,18536,CNG,Manual,2.1,28.1
BMW 3 Series,2014,823315.53,168809,Petrol,Automatic,2.1,13.2
Ford Fiesta,2020,1164062.69,45043,Diesel,Manual,2.7,13.2
Maruti Suzuki Baleno,2014,120000.0,175652,Hybrid,Automatic,1.1,19.8
Toyota Camry,2016,304492.23,204881,Petrol,Automatic,1.5,15.2
Ford Endeavour,2014,384431.52,190714,Diesel,Automatic,2.0,13.2
Hyundai Creta,2020,382207.68,77593,Petrol,Automatic,1.3,15.6
BMW 5 Series,2023,3388588.04,27565,Diesel,Manual,2.3,12.8
BMW 1 Series,2024,5072877.59,34119,Petrol,Automatic,3.2,8.3
Toyota Corolla,2021,614728.04,81635,Diesel,Manual,1.4,18.1
Maruti Suzuki Brezza,2024,1195962.15,19603,Electric,Automatic,0.0,154.3
Honda Accord,2017,280717.83,119831,Diesel,Automatic,1.1,14.9
Toyota RAV4,2014,214792.3,"148,091 km",Petrol,Automatic,1.2,10.0
Audi A3,2021,2257232.5,43448,Diesel,Automatic,1.8,15.5
Tata Harrier,2008,120000.0,148690,Diesel,Manual,1.4,14.8
Maruti Suzuki Brezza,2008,120000.0,238076,Diesel,Automatic,1.8,12.3
Honda Accord,2016,275468.0,157909,Diesel,Manual,1.6,14.7
Ford Mustang,2022,1547015.94,68614 KM,Petrol,Manual,2.7,11.0
Volkswagen Taigun,2008,120000.0,135212,Diesel,Manual,1.4,15.6
Mercedes-Benz GLE,2017,1028109.24,124814,CNG,Automatic,1.6,21.4
Volkswagen Tiguan,2011,218390.89,184289,Diesel,Automatic,2.0,13.9
Mercedes-Benz GLE,2015,1981803.21,54734,Petrol,Automatic,3.8,7.5
Hyundai i20,2011,150350.82,"220,714 km",Hybrid,Automatic,1.6,18.4
Honda Civic,2015,239543.03,139473,Diesel,Manual,1.4,14.0
Ford Fiesta,2014,440531.61,103894,Petrol,Automatic,1.9,6.9
Audi A3,2024,3792663.98,28625,Diesel,Manual,2.4,12.3
Hyundai Creta,2010,120000.0,225689,Petrol,Manual,1.3,11.3
Maruti Suzuki Brezza,2021,304835.92,53037,Diesel,Manual,1.3,17.3
Tata Harrier,2021,505088.64,32413,CNG,Manual,1.8,24.1
Ford EcoSport,2012,449276.11,158451,Petrol,Automatic,2.8,9.4
Maruti Suzuki Baleno,2020,433589.52,51761,CNG,Automatic,2.0,26.0
Honda CR-V,2012,168041.55,203865,Diesel,Automatic,1.4,15.1
BMW X5,2020,1504660.41,65492,Petrol,Manual,1.7,12.0
Ford Mustang,2023,1734915.86,32799,Petrol,Manual,2.3,13.8
Tata Altroz,2021,706573.86,55113 KM,Diesel,Automatic,2.0,17.3
Maruti Suzuki Ertiga,2019,327681.5,80629,Diesel,Automatic,1.5,16.3
Hyundai Venue,2013,186097.12,157187,Petrol,Manual,1.6,14.9
Hyundai Verna,2021,460442.92,52943,Petrol,Manual,1.4,16.1
Mercedes-Benz E-Class,2012,648720.07,188781,Diesel,Automatic,2.2,7.2
Hyundai Verna,2018,311060.33,37171 KM,Diesel,Manual,1.3,18.5
Volkswagen Vento,2013,120000.0,146545,CNG,Manual,1.0,24.4
Toyota RAV4,2024,1004131.56,18011,Diesel,Automatic,1.4,18.3
Audi A6,2016,1229225.01,86357,Diesel,Manual,,13.7
Mercedes-Benz GLE,2021,4004842.25,57351,Petrol,Automatic,3.5,7.3
Audi A6,2023,4501771.89,26853,Diesel,Manual,2.8,12.4
BMW X3,2018,1992742.65,79691,Petrol,Automatic,2.8,9.8
Toyota Corolla,2017,292280.7,120078,Diesel,Manual,1.3,18.1
Toyota RAV4,2020,377350.65,103993,Petrol,Manual,1.2,14.0
Hyundai Creta,2008,120000.0,288562,CNG,Manual,1.4,21.4
Hyundai i20,2021,513972.63,72170,Petrol,Automatic,1.5,13.8
Hyundai Tucson,2013,272317.63,169486,Hybrid,Automatic,1.8,21.5
Honda Amaze,2016,197716.46,128219,Petrol,Manual,1.0,13.5
BMW X3,2017,1832059.99,130522,Diesel,Automatic,3.4,10.4
BMW 1 Series,2013,1263960.35,113471,Hybrid,Automatic,2.8,23.2
Honda CR-V,2024,894037.12,26459,Petrol,Automatic,1.2,11.3
Tata Punch,2022,371069.4,38525,Diesel,Manual,1.0,15.0
Tata Nexon,2019,282822.46,69381,Hybrid,Automatic,1.0,24.3
Tata Nexon,2012,120000.0,"216,938 km",Diesel,Automatic,1.4,18.0
BMW X3,2011,479871.36,242158 KM,Petrol,Manual,2.5,12.8
Honda CR-V,2009,123556.25,141918,Petrol,Manual,1.6,11.2
BMW X3,2020,3153746.22,19058,Petrol,Manual,3.9,10.1
Honda City,2022,905575.77,28169,Petrol,Manual,2.1,11.8
Tata Nexon,2012,120000.0,201558,Petrol,Manual,1.6,13.3
Audi A4,2008,707668.52,88271,Diesel,Manual,3.5,12.7
Volkswagen Vento,2015,196807.81,143799,Petrol,Manual,1.2,12.7
Volkswagen Tiguan,2011,225821.15,231966,Electric,Manual,0.0,151.2
Hyundai Tucson,2016,206912.48,117663,Petrol,Manual,1.3,10.6
BMW X5  ,2016,1707472.32,112410,Electric,Automatic,0.0,173.6
Honda CR-V,2014,322395.97,84412,Petrol,Automatic,1.6,15.5
BMW 5 Series,2022,2103157.84,57026,Diesel,Manual,1.9,12.8
Hyundai Tucson,2017,380161.06,118748,Diesel,Manual,2.1,12.5
Audi A3,2013,617311.08,65718,Petrol,Manual,,15.4
Maruti Suzuki Brezza,2013,120000.0,169218,CNG,Manual,1.5,27.5
Honda CR-V,2017,247426.21,119485,Diesel,Manual,1.1,16.8
Toyota Camry,2011,136320.79,154404,Petrol,Manual,1.2,15.4
Hyundai i20,2012,120000.0,211651,Diesel,Manual,1.5,14.3
Honda Accord,2008,120000.0,227939,Petrol,Manual,1.1,12.9
Honda CR-V,2014,236935.01,90589,Petrol,Manual,1.5,10.6
Volkswagen Virtus,2015,219323.84,36736,CNG,Manual,1.2,28.9
Mercedes-Benz A-Class,2013,554605.17,126970,Diesel,Manual,1.7,15.9
Tata Safari,2014,287718.73,130228,Electric,Manual,0.0,153.4
Honda City,2016,624774.05,60174,Hybrid,Automatic,2.2,18.8
Toyota Corolla,2024,1303518.2,33337,Petrol,Automatic,1.6,12.3
Toyota Fortuner,2011,155387.69,165616,Diesel,Manual,1.5,11.9
Maruti Suzuki Swift,2023,867844.43,11851,Electric,Manual,0.0,152.9
Audi Q3,2024,3886102.69,"42,955 km",Petrol,Automatic,2.1,15.4
Volkswagen Polo,2021,1157098.72,51529,  Electric ,Manual,0.0,169.5
Volkswagen Tiguan,2017,377016.35,72105,Petrol,Automatic,1.5,12.7
Toyota Camry,2019,316716.35,67478,Diesel,Manual,1.0,17.1
BMW X5,2008,252572.72,264723,Petrol,Manual,2.0,8.4
Audi A3,2008,431143.48,175015,Petrol,Manual,2.7,10.6
Toyota Fortuner,2022,1078093.71,53052,Diesel,Automatic,1.7,12.3
Honda City,2019,492915.57,107576,Diesel,Manual,1.7,15.8
Ford Fiesta,2021,1796564.17,"56,624 km",Electric,Automatic,0.0,160.0
BMW 1 Series,2024,4385130.27,38079,Petrol,Automatic,2.6,11.6
Toyota Camry,2017,352019.39,117869,Diesel,Automatic,1.5,14.1
Ford Fiesta,2010,231029.51,222653,Hybrid,Manual,2.2,25.2
Toyota Camry,2008,120000.0,141826,Petrol,Manual,1.7,10.9
Honda Civic,2013,244479.17,179161 KM,Diesel,Automatic,1.6,16.7
Mercedes-Benz GLE,2016,891823.42,143936,Petrol,Manual,1.9,10.5
Tata Altroz,2019,283239.63,95733,Petrol,Manual,1.3,15.4
Tata Nexon,2012,122419.68,103966,Diesel,Manual,1.3,17.8
BMW 3 Series,2011,567551.23,119005,CNG,Manual,2.5,18.8
Tata Harrier,2018,262965.27,125229,Petrol,Manual,1.4,10.7
Audi Q5,2021,1657916.6,55552,Petrol,Manual,1.8,
Maruti Suzuki Ertiga,2010,120000.0,254232,Diesel,Manual,1.6,9.9
Toyota RAV4,2014,174636.37,119653,CNG,Manual,1.2,23.8
Hyundai Tucson,2024,945197.76,30744,Petrol,Automatic,1.6,11.2
Tata Harrier,2009,120000.0,220172,Petrol,Automatic,1.7,13.3
Volkswagen Tiguan,2017,367091.1,147025,Diesel,Manual,1.5,16.8
Volkswagen Taigun,2020,624881.83,52061,Diesel,Automatic,1.4,15.3
Volkswagen Taigun,2009,120000.0,164314,Petrol,Automatic,1.2,16.1
BMW 5 Series,2021,2532804.63,68332,Diesel,Automatic,2.0,18.3
Maruti Suzuki Dzire,2013,120000.0,277557,Petrol,Manual,2.0,12.0
Mercedes-Benz E-Class,2022,3230947.91,21132,Petrol,Automatic,2.4,11.4
Mercedes-Benz GLC,2011,717367.3,205542,Electric,Manual,0.0,146.9
Audi Q3,2016,1382110.06,140313,Petrol,Manual,3.3,14.8
BMW 3 Series,2008,315736.89,142169,Petrol,Manual,2.2,10.7
Honda Amaze,2013,393139.25,64249,Electric,Manual,0.0,121.7
BMW X5,2012,680031.19,234099,Diesel,Manual,3.2,13.8
Mercedes-Benz C-Class,2019,2758393.75,48163,Petrol,Automatic,2.9,9.3
Hyundai Creta,2008,120000.0,225222,Petrol,Automatic,1.4,9.3
Tata Nexon,2021,604108.37,18228,Diesel,Manual,1.8,11.6
Audi Q3,2015,863295.15,124362,Petrol,Manual,2.2,10.5
Honda Amaze,2020,375050.68,67242,Diesel,Automatic,1.0,16.4
Ford Focus,2022,1788560.31,24561,Electric,Manual,0.0,193.4
Honda Amaze,2010,128560.12,206102,Diesel,Manual,1.5,14.4
Audi Q3,2016,1252751.38,74410,Petrol,Manual,2.7,12.2
Volkswagen Polo,2015,263206.44,175988,Petrol,Manual,1.8,9.8
Toyota Fortuner,2010,182818.06,94881,Diesel,Automatic,1.8,14.4
Mercedes-Benz GLC,2020,2792720.53,"75,685 km",Diesel,Automatic,3.0,11.3
Hyundai Venue,2017,283237.55,164477,Diesel,Manual,1.6,11.5
BMW X3,2014,1001482.87,92007,Petrol,Automatic,2.4,8.1
Toyota Fortuner,2018,404477.77,"90,561 km",Diesel,Manual,1.4,13.9
Honda CR-V  ,2014,200215.91,175296,Petrol,Automatic,1.5,10.3
Toyota Fortuner,2024,1556831.16,16488,Petrol,Automatic,1.9,13.4
Honda Civic,2023,876814.67,48208,,Automatic,1.6,12.4
Audi A3,2013,522372.35,171728,CNG,Manual,2.1,23.3
Tata Safari,2021,339875.92,47457,  Diesel ,Manual,1.3,15.2
Honda Accord,2015,296234.08,180474,Petrol,Automatic,1.7,14.7
Honda Accord,2010,171422.68,186482,Petrol,Automatic,2.1,12.6
Mercedes-Benz GLE,2012,1200929.1,59739,Petrol,Manual,3.3,9.4
Volkswagen Tiguan,2014,253577.96,192631,Petrol,Manual,1.7,8.8
BMW 1 Series,2024,5932955.05,17354,CNG,Automatic,3.3,22.7
BMW 5 Series,2018,1151936.91,114418,CNG,Manual,2.1,21.5
Honda Accord,2019,922453.24,67190,Hybrid,Automatic,1.9,20.4
Maruti Suzuki Baleno,2018,252817.56,114256,Diesel,Manual,1.8,16.3
Honda Civic,2024,757908.82,31182,Diesel,Automatic,1.1,18.9
Tata Altroz,2021,433489.26,86133,Petrol,Automatic,1.3,14.7
Audi Q5,2023,2308220.42,18123,Petrol,Manual,1.9,12.8
Audi A3,2021,2663869.91,63330,Petrol,Automatic,2.6,10.3
Audi Q5,2018,1251813.25,121911,Diesel,Manual,2.5,14.0
Maruti Suzuki Swift,2019,321349.9,40431,Petrol,Automatic,1.6,11.6
Toyota Fortuner,2023,1615537.57,15339,Diesel,Automatic,,12.6
Mercedes-Benz E-Class,2020,1923961.45,81216,CNG,Manual,2.6,18.5
Mercedes-Benz E-Class,2018,1671678.18,103070,CNG,Automatic,2.3,24.5
Mercedes-Benz A-Class,2018,1136894.25,78674,Diesel,Manual,1.6,15.6
Ford Endeavour,2013,445766.78,179717,Hybrid,Manual,2.6,21.6
Ford EcoSport  ,2012,328044.14,272551,Diesel,Automatic,2.6,11.4
Tata Nexon,2020,707342.96,93528,Petrol,Automatic,2.3,7.2
Mercedes-Benz C-Class,2016,1254428.19,65658,Petrol,Automatic,2.3,
Tata Nexon,2023,591527.16,44023,Diesel,Automatic,1.3,14.0
Volkswagen Vento,2013,163978.85,144215,Petrol,Manual,1.3,14.3
Maruti Suzuki Dzire,2010,120000.0,293573,Diesel,Automatic,1.4,15.8
Toyota Fortuner,2020,1447927.69,33706,Electric,Automatic,0.0,158.3
Volkswagen Virtus,2009,120000.0,246501,Petrol,Manual,1.0,13.0
BMW X5,2010,360027.01,193640,Diesel,Automatic,1.6,15.6
Mercedes-Benz A-Class,2009,271008.32,239050,Diesel,Manual,1.6,14.9
Honda Civic,2018,467089.74,"108,292 km",Diesel,Manual,1.6,16.3
Hyundai Creta,2008,120000.0,"244,180 km",Diesel,Automatic,1.0,13.7
Maruti Suzuki Brezza,2018,224588.32,150861,Diesel,Automatic,1.5,13.4
BMW 3 Series,2016,1270857.83,174793,Petrol,Manual,2.8,9.5
Honda Civic,2018,396336.61,32661,CNG,Automatic,1.4,19.3
BMW 1 Series,2023,4415241.96,20436,CNG,Manual,3.3,21.8
Mercedes-Benz GLE,2013,890715.56,200467,Hybrid,Automatic,2.7,20.6
Toyota Fortuner,2024,1058276.73,26729,Petrol,Manual,1.6,12.7
Volkswagen Taigun,2018,561985.91,61877,Hybrid,Manual,1.8,22.3
Audi Q3,2010,556054.14,131348,Diesel,Manual,2.4,12.2
Ford Fiesta,2020,1079243.95,77264,Hybrid,Automatic,1.7,25.7
Maruti Suzuki Baleno,2022,380199.69,40588,Petrol,Manual,1.4,15.7
Audi Q5,2016,1541605.35,151165,Petrol,Automatic,,13.8
Toyota Camry,2015,297980.67,120913,Petrol,Automatic,1.4,13.3
BMW X5,2018,1213298.49,122262,Diesel,Manual,2.7,10.5
Honda City,2013,232196.93,239660,Hybrid,Manual,1.8,20.4
Mercedes-Benz GLE,2011,316753.02,193485,CNG,Manual,1.6,21.7
Honda CR-V,2019,877639.2,99433,Electric,Automatic,0.0,177.9
Audi Q3,2009,620997.2,96723,Petrol,Automatic,2.8,11.6
BMW 3 Series,2012,707204.86,195093,Petrol,Manual,2.8,10.8
Volkswagen Virtus,2012,199518.83,165561,Diesel,Automatic,1.7,15.5
Ford EcoSport,2019,1170616.95,71718,Diesel,Manual,3.1,10.4
Honda Civic,2011,125671.51,183777,Petrol,Automatic,1.3,15.6
Honda Amaze,2011,160529.15,183186,Petrol,Manual,1.7,17.8
Toyota RAV4,2022,1519098.11,38657,Electric,Manual,0.0,126.5
Hyundai Verna  ,2012,130856.46,148870,Diesel,Manual,1.2,12.8
Mercedes-Benz C-Class,2009,463948.1,280313,Electric,Manual,0.0,163.1
BMW 1 Series,2010,363750.6,158989,Diesel,Manual,1.8,18.2
Volkswagen Vento,2020,451518.46,71138,Petrol,Manual,1.2,13.6
Audi Q5,2018,1699852.07,105596,,Manual,2.8,14.4
Ford Mustang,2010,155021.54,163899,Diesel,Manual,1.6,15.9
Audi Q5,2016,729382.87,113080,Diesel,Manual,1.6,17.0
Audi Q3,2014,1023736.12,84144,CNG,Automatic,2.6,25.0
Ford EcoSport,2018,584431.89,43628,Petrol,Automatic,1.6,8.9
Volkswagen Polo,2016,556300.55,11665,Diesel,Automatic,1.9,13.6
Hyundai Verna,2015,194311.14,105325,CNG,Manual,1.3,23.5
Volkswagen Polo,2021,505986.53,72115,Petrol,Manual,1.2,13.3
Tata Safari,2019,333977.11,"58,951 km",Diesel,Manual,1.3,16.9
Hyundai Verna,2020,362824.58,107733,Hybrid,Manual,1.2,21.0
Tata Harrier,2010,166261.76,57555,Hybrid,Automatic,1.6,20.8
BMW X3,2024,2820977.76,25268,Diesel,Automatic,1.6,17.2
Tata Safari,2020,274433.08,103952,Petrol,Automatic,1.0,10.1
Audi A3,2012,550567.71,213345,,Manual,2.5,12.2
Tata Harrier,2016,240002.11,178875,Diesel,Automatic,1.6,14.0
Ford Focus,2016,619737.99,163205,Diesel,Manual,2.8,9.6
Volkswagen Polo,2011,204061.11,180460,CNG,Automatic,2.0,22.5
Toyota Yaris,2024,2016785.67,22545,Electric,Manual,0.0,166.2
Ford Endeavour,2020,1443469.73,"78,091 km",Diesel,Manual,3.1,9.3
Tata Safari,2017,221494.02,136046 KM,Petrol,Automatic,1.6,10.1
Honda City,2024,1044830.44,15298,Petrol,Automatic,1.6,12.7
Honda Accord,2022,877586.0,51291,Petrol,Manual,2.1,12.4
BMW X5,2015,1120682.19,99711,Petrol,Automatic,2.5,9.4
Maruti Suzuki Swift,2017,230430.49,161584,Petrol,Manual,2.1,10.9
Volkswagen Tiguan,2019,625406.8,61929 KM,Petrol,Automatic,1.6,11.0
Honda City,2018,295677.38,96581,Petrol,Automatic,1.0,13.7
Hyundai Verna,2024,989634.43,23934,Petrol,Manual,2.0,13.0
Maruti Suzuki Brezza,2024,569748.43,22382,CNG,Manual,1.9,24.2
Maruti Suzuki Dzire,2010,120000.0,205134,Diesel,Automatic,1.5,14.3
Tata Altroz,2023,634658.83,34412,Petrol,Automatic,1.7,16.1
Maruti Suzuki Dzire,2009,120000.0,173545,Petrol,Manual,1.2,13.1
Ford Fiesta,2015,526458.6,164240,Electric,Manual,0.0,134.0
Ford Focus,2017,517925.99,133290,Petrol,Manual,2.1,12.0
Audi Q3,2022,3473526.39,55577,Hybrid,Automatic,2.3,22.7
Volkswagen Taigun,2011,140581.14,172499,Diesel,Automatic,,15.5
BMW X3,2021,2309533.13,84571,Hybrid,Automatic,2.0,19.4
BMW 5 Series,2008,278004.93,170272,Petrol,Manual,2.1,10.3
Honda Accord,2021,741353.26,30013,Diesel,Manual,1.8,10.6
Audi Q3,2017,1834271.05,101222 KM,Diesel,Automatic,2.7,12.3
Audi A4,2021,2837069.79,"75,617 km",Diesel,Manual,2.9,9.1
Mercedes-Benz E-Class,2017,1591391.88,126889 KM,Diesel,Automatic,2.2,16.1
BMW 3 Series,2013,527590.36,162880,Diesel,Manual,1.6,13.0
Mercedes-Benz A-Class,2023,3046830.3,42824,Petrol,Automatic,2.1,11.8
Maruti Suzuki Dzire,2011,120000.0,252999,Diesel,Manual,1.2,14.4
Hyundai Creta,2009,204145.49,234008,Electric,Automatic,0.0,149.6
Audi A3,2022,1813555.44,"21,248 km",Diesel,Manual,1.6,13.9
Toyota Corolla  ,2013,222499.84,122627,Petrol,Manual,1.5,16.9
Audi A6,2008,302335.71,288832,Electric,Manual,0.0,122.9
Ford Endeavour,2021,1797689.99,71566,Diesel,Automatic,3.0,11.9
Tata Nexon,2023,535638.67,51472,Diesel,Automatic,1.3,19.3
Maruti Suzuki Baleno,2010,148961.98,222325,Electric,Automatic,0.0,167.3
Hyundai Venue,2011,134295.77,186754,CNG,Manual,1.9,24.9
Toyota Camry,2022,723748.6,40148,Diesel,Manual,1.4,15.0
Tata Nexon,2024,797901.11,28646,Diesel,Manual,1.7,16.2
Honda Civic,2021,1052718.3,33758,Diesel,Automatic,1.9,12.4
BMW 1 Series,2019,1521146.99,114653,Petrol,Automatic,2.1,12.4
Maruti Suzuki Ertiga,2015,120000.0,98319,Petrol,Automatic,1.2,12.6
Mercedes-Benz GLE,2018,2014333.8,78069,Electric,Manual,0.0,172.3
Toyota RAV4,2015,689009.2,66029,Electric,Automatic,0.0,153.6
BMW X3,2016,802559.12,120037,Diesel,Manual,1.7,10.0
Mercedes-Benz A-Class,2011,742145.99,120328,Diesel,Manual,,14.7
Tata Punch,2014,164813.55,169115,CNG,Manual,1.5,22.7
Hyundai Venue,2012,258848.57,97038,Diesel,Automatic,1.9,13.8
Hyundai Creta,2022,452207.86,45999,Petrol,Manual,1.1,15.1
Audi Q3,2015,1142345.55,130314,Petrol,Automatic,2.6,10.4
BMW X3,2024,3312415.78,18754,  Petrol ,Manual,2.2,8.4
Ford EcoSport,2015,459048.57,117223,Hybrid,Manual,1.6,22.7
Audi Q3,2016,1623839.64,84604,Petrol,Automatic,2.9,7.7
Hyundai Creta,2017,268462.65,128391,Petrol,Manual,1.5,10.9
BMW 3 Series,2015,1212181.1,83668,Hybrid,Manual,2.6,21.5
Ford Fiesta,2012,417976.91,162726,Petrol,Manual,3.1,7.8
Audi Q5,2020,1777129.69,12519,,Manual,2.1,25.3
BMW X5,2010,372667.88,226363,Hybrid,Automatic,1.6,22.4
Toyota RAV4,2024,974713.91,16591,Petrol,Manual,1.4,11.1
BMW X3,2009,393596.69,222758,Petrol,Automatic,2.3,9.3
Ford Fiesta,2016,762407.09,105813,Electric,Manual,0.0,178.2
Hyundai Venue,2015,276881.02,105190,Diesel,Automatic,1.5,15.7
Volkswagen Polo,2013,221331.8,156838,Petrol,Automatic,1.5,11.7
Maruti Suzuki Ertiga,2008,120000.0,154013,Petrol,Manual,1.5,10.6
Tata Harrier,2024,719657.97,28228,Diesel,Manual,1.5,12.5
Hyundai Verna,2013,120000.0,189661,Diesel,Manual,1.1,15.8
Maruti Suzuki Brezza,2020,333465.85,"102,804 km",Diesel,Manual,1.6,13.9
Maruti Suzuki Swift,2021,506264.07,22045,Diesel,Automatic,1.7,14.8
Honda Civic,2010,173623.52,170503,Diesel,Automatic,1.8,14.4
Toyota Yaris,2011,125994.45,248363,CNG,Manual,1.6,25.7
Ford EcoSport,2013,467921.29,228112,Petrol,Automatic,3.1,9.6
Honda Amaze,2021,456278.47,52934,Diesel,Automatic,1.0,15.3
Audi Q3,2015,666940.58,111870,CNG,Manual,1.7,27.9
Tata Harrier,2012,127527.82,75051,Petrol,Automatic,1.3,11.6
Ford EcoSport,2023,1672597.74,29584,Petrol,Manual,,9.1
Audi Q3,2009,672162.74,95069,Diesel,Automatic,3.0,13.4
Hyundai Tucson,2020,689202.38,94856,Petrol,Automatic,2.2,9.0
Volkswagen Taigun,2013,120000.0,188374,Petrol,Automatic,1.0,13.5
Toyota RAV4,2014,153296.87,171840,Diesel,Manual,1.0,16.7
Mercedes-Benz GLE,2016,1254252.41,233729,Diesel,Automatic,2.7,12.3
